Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,With Kid,Downhill Distance,Media
77506989,"Aug 25, 2013, 5:44:41 PM",Afternoon Ride with Dave and Bill,Ride,,11700,71.02,,,false,,Specialized Roubaix ,activities/77506989.gpx,68.5,,11700.0,9344.0,71027.6,19.6,,624.7,,44.7,173.1,49.7,0.0,,,,,,,,165.0,1718.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,890914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
80824123,"Sep 7, 2013, 7:31:36 PM",First ride @ UMass,Ride,"",9779,74.43,,,false,,Specialized Sirrus ,activities/80824123.gpx,68.5,10.433,9779.0,9539.0,74435.9,16.9,,462.8,,32.9,139.8,48.5,0.0,,,,,,,,153.0,1626.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,949820.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
81121834,"Sep 8, 2013, 7:58:11 PM",'Round the Mountain,Ride,,7371,52.33,,,false,,Specialized Roubaix ,activities/81121834.gpx,68.5,,7371.0,7159.0,52337.6,15.1,,401.2,,32.9,121.8,40.9,0.0,,,,,,,,140.0,1118.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,890914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
81813191,"Sep 11, 2013, 9:18:27 PM",Heat Stroker ,Ride,Trying out the new combi pedals ,5756,41.35,,,false,,Specialized Sirrus ,activities/81813191.gpx,68.5,10.433,5756.0,5628.0,41352.6,16.9,,547.1,,51.6,370.5,35.7,0.0,,,,,,,,163.0,1022.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,949820.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
89862899,"Oct 18, 2013, 9:10:26 PM",Afternoon Row,Workout,,3690,6.86,,,false,,,activities/89862899.gpx,,,3690.0,3096.0,6862.3,5.5,,10.5,,30.3,41.1,40.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
100995895,"Dec 19, 2013, 6:41:07 PM",Notchview Skiing,Nordic Ski,,7453,19.64,,,false,,,activities/100995895.gpx,,,7453.0,5618.0,19644.5,11.8,,318.1,,573.9,658.0,49.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
112003789,"Feb 8, 2014, 6:53:03 PM",Northfield Mtn. XC Ski,Nordic Ski,,5928,17.64,,,false,,,activities/112003789.gpx,,,5928.0,4937.0,17646.3,12.9,,396.3,,81.2,320.8,50.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
113482799,"Feb 15, 2014, 6:08:15 PM",Ski on Arrival ,Nordic Ski,,4689,12.97,,,false,,,activities/113482799.gpx,,,4689.0,3385.0,12974.5,11.7,,135.4,,308.4,363.0,49.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
113517975,"Feb 15, 2014, 8:37:02 PM",Saturday Afternoon Ski ,Nordic Ski,,5105,16.23,,,false,,,activities/113517975.gpx,,,5105.0,4399.0,16230.3,12.0,,168.0,,305.8,375.3,49.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
114011769,"Feb 17, 2014, 3:49:30 PM",Monday morning ski,Nordic Ski,,5588,11.07,,,false,,,activities/114011769.gpx,,,5588.0,3883.0,11075.9,11.0,,130.7,,302.9,378.9,48.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
148745971,"Jun 2, 2014, 7:54:47 PM",The 'Hamptons,Ride,,4905,36.90,,,false,,Specialized Roubaix ,activities/148745971.gpx,68.5,,4905.0,4816.0,36901.7,17.3,,320.3,,35.2,210.9,47.6,0.0,,,,,,,,152.0,814.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,890914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
149491830,"Jun 4, 2014, 6:48:55 PM",Quick Afternoon Ride,Ride,,3049,24.41,,,false,,Specialized Roubaix ,activities/149491830.gpx,68.5,,3049.0,3049.0,24418.8,17.7,,187.9,,63.6,178.0,24.2,0.0,,,,,,,,172.0,583.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,890914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
149958502,"Jun 5, 2014, 9:09:50 PM",NCC Thursday night ride ,Ride,,11072,80.83,,,false,,Specialized Roubaix ,activities/149958502.gpx,68.5,,11072.0,10580.0,80838.1,18.6,,843.5,,36.4,404.7,45.9,0.0,,,,,,,,176.0,2077.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,890914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
155642118,"Jun 19, 2014, 8:52:25 PM",Hilltopper ,Ride,,3752,27.01,,,false,,Specialized Roubaix ,activities/155642118.gpx,70.3,,3752.0,3752.0,27012.6,20.5,,344.8,,71.7,329.3,47.4,0.0,,,,,,,,171.0,715.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,890914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
159220384,"Jun 28, 2014, 4:37:43 PM",Zoo-Sugarloaf-Whately ,Ride,,10757,66.12,,,false,,Specialized Roubaix ,activities/159220384.gpx,70.3,,10757.0,10056.0,66119.6,16.8,,574.6,,30.3,202.0,46.3,0.0,,,,,,,,130.0,1463.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,890914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
164265985,"Jul 10, 2014, 9:24:11 PM",Afternoon Run...first in a while,Run,,3533,10.63,,,false,,Brooks Ghost GTX,activities/164265985.gpx,70.3,,3533.0,3533.0,10638.3,5.0,,42.8,,63.6,96.9,31.4,0.0,,,,,,,,,927.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,193923.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
166904839,"Jul 16, 2014, 9:48:17 PM",Speed Loop 1HR Goal,Ride,17 mile route with 60 minute goal ,3394,27.75,,,false,,Specialized Roubaix ,activities/166904839.gpx,70.3,,3394.0,3394.0,27752.5,16.5,,222.3,,71.6,210.8,39.0,0.0,,,,,,,,174.0,659.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,890914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
170497680,"Jul 24, 2014, 8:16:27 PM",Mt Tom - Montgomery - Huntington ,Ride,GPS lost reception. Total ride distance was 41.35 miles ,10348,65.85,,,false,,Specialized Roubaix ,activities/170497680.gpx,70.3,,10348.0,10053.0,65849.5,19.6,,923.8,,32.5,378.8,49.0,0.0,,,,,,,,145.0,1625.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,890914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
173277308,"Jul 30, 2014, 9:40:02 PM",NCC Wednesday Night Ride,Ride,"First one this year, thanks for letting me join! ",10483,81.46,,,false,,Specialized Roubaix ,activities/173277308.gpx,70.3,,10483.0,9656.0,81468.0,16.7,,408.0,,30.2,136.1,49.1,0.0,,,,,,,,189.0,2040.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,890914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
176554601,"Aug 6, 2014, 9:10:56 PM",NCC Wed night ride B,Ride,Smaller group this week and kept up with the pack better on 47 returning ,10118,81.77,,,false,,Specialized Roubaix ,activities/176554601.gpx,70.3,,10118.0,9586.0,81776.1,17.3,,376.0,,30.3,136.1,49.7,0.0,,,,,,,,184.0,1965.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,890914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
178454456,"Aug 10, 2014, 4:21:02 PM",Shelburne Falls via Goshen,Ride,"Had to catch a lift on an unexpected, impassible dirt road but otherwise a good ride. ",16247,102.42,,,false,,Specialized Roubaix ,activities/178454456.gpx,70.3,,16247.0,14946.0,102419.0,17.0,,1100.8,,42.3,485.9,31.4,0.0,,,,,,,,148.0,2471.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,890914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
180328087,"Aug 14, 2014, 9:09:07 PM",NCC Thursday Slowpoke Ride,Ride,Took 116 on the way back but had a good ride with a new first timer who did quite well. ,11262,82.83,,,false,,Specialized Roubaix ,activities/180328087.gpx,70.3,,11262.0,10551.0,82836.8,20.8,,818.6,,36.3,405.8,18.2,0.0,,,,,,,,183.0,2153.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,890914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
181730685,"Aug 17, 2014, 11:01:42 PM",Evening Run,Run,,3049,9.63,,,false,,Brooks Ghost GTX,activities/181730685.gpx,70.3,,3049.0,2926.0,9634.2,5.6,,84.7,,54.4,93.9,11.8,0.0,,,,,,,,,841.0,,,,,,,,,,,,,,,,0.0,,,9736.5,,,,,,,,,,,,,,,,193923.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
183133510,"Aug 20, 2014, 9:14:50 PM",NCC Wed Night B Ride,Ride,,10270,82.17,,,false,,Specialized Roubaix ,activities/183133510.gpx,70.3,,10270.0,9496.0,82170.0,17.1,,387.9,,30.3,135.9,24.0,0.0,,,,,,,,196.0,2078.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,890914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
185260240,"Aug 25, 2014, 6:32:50 PM",Commute to boathouse ,Ride,,1412,10.13,,,false,,Specialized Roubaix ,activities/185260240.gpx,70.3,,1412.0,1218.0,10138.7,17.0,,30.5,,36.4,93.8,9.4,-0.5,,,,,,,,161.0,218.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,890914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
185349149,"Aug 25, 2014, 10:34:35 PM",Commuting,Ride,,4920,38.62,,,false,,Specialized Roubaix ,,70.3,,4920.0,4920.0,38624.3,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,890914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
186150056,"Aug 27, 2014, 5:17:02 PM",3x5km erg ,Workout,,3600,15.00,,,false,,,,,,3600.0,3600.0,15000.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
188519533,"Sep 1, 2014, 3:12:31 PM",Quabbin Tour ,Ride,,17766,118.31,,,false,,Specialized Roubaix ,activities/188519533.gpx,70.3,,17766.0,16534.0,118318.0,19.6,,1552.9,,48.6,373.2,24.4,0.0,,,,,,,,173.0,3181.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,890914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
191386329,"Sep 7, 2014, 2:08:01 PM",Keene Century ,Ride,First Century!  Completing one has been a goal for a while. ,23761,162.65,,,false,,Specialized Roubaix ,activities/191386329.gpx,70.3,,23761.0,22159.0,162649.0,18.0,,1183.5,,36.3,229.7,43.7,0.0,,,,,,,,151.0,3731.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,890914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
193584641,"Sep 12, 2014, 7:51:56 PM",Afternoon Ride...until I ran over a staple,Ride,I should probably invest in some CO2 cartridges...,1831,14.48,,,false,,Specialized Roubaix ,activities/193584641.gpx,70.3,,1831.0,1782.0,14480.7,18.0,,200.3,,43.2,165.1,16.5,0.1,,,,,,,,186.0,369.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,890914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
199786958,"Sep 26, 2014, 8:12:11 PM",The Notch + Skinner ,Ride,,7304,47.66,,,false,,Specialized Roubaix ,activities/199786958.gpx,70.3,,7304.0,6673.0,47668.2,20.5,,639.8,,30.6,284.2,28.4,0.0,,,,,,,,166.0,1235.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,890914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
202248452,"Oct 2, 2014, 10:21:30 AM",Morning Row in 1x,Rowing,,4146,"11,472",,,false,,,activities/202248452.gpx,,,4146.0,3637.0,11471.7,5.2,,0.0,,30.2,36.2,6.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
205722695,"Oct 10, 2014, 7:24:37 PM",Sugarloaf climb ,Ride,"Hard ascent up Sugarloaf (PR!) with some UMass hills on the way back for fun. 
",6423,44.66,,,false,,Specialized Roubaix ,activities/205722695.gpx,70.3,,6423.0,6233.0,44667.6,18.8,,429.3,,33.8,201.0,32.6,0.0,,,,,,,,166.0,1157.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,890914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
209962766,"Oct 21, 2014, 10:20:55 AM",Morning Row in 1x,Rowing,,4881,"12,921",,,false,,,activities/209962766.gpx,,,4881.0,4336.0,12920.5,5.3,,0.0,,30.0,36.1,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
210329020,"Oct 22, 2014, 10:15:38 AM",AM Row in 1x,Rowing,,4911,"13,685",,,false,,,activities/210329020.gpx,,,4911.0,4567.0,13684.6,4.9,,0.0,,30.2,31.2,2.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
213080131,"Oct 29, 2014, 10:14:27 AM",Easy row in 1x,Rowing,"",3806,"8,414",,,false,"",,activities/213080131.gpx,,,3806.0,3017.0,8413.7,5.7,,0.0,0.0,30.2,37.2,9.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,""
218442748,"Nov 12, 2014, 11:12:55 AM",Morning row with drills ,Rowing,Row in 1x,5067,"10,166",,,false,,,activities/218442748.gpx,,,5067.0,4041.0,10166.1,5.6,,0.0,,30.1,33.6,6.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
233507938,"Dec 27, 2014, 7:36:07 PM",Afternoon Run,Run,,3515,9.83,,,false,,Brooks Ghost GTX,activities/233507938.gpx,70.3,,3515.0,3200.0,9830.2,5.0,,0.0,,30.1,39.9,19.9,0.0,,,,,,,,,854.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,193923.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
239285202,"Jan 10, 2015, 5:12:09 PM",First XC of the year ,Nordic Ski,,7125,16.07,,,,,,activities/239285202.gpx,,,7125.0,4190.0,16070.1,13.0,,268.4,,602.9,659.5,21.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
251660259,"Feb 7, 2015, 5:46:26 PM",Northfield ski,Nordic Ski,,3129,9.14,,,,,,activities/251660259.gpx,,,3129.0,2818.0,9145.5,12.7,,260.8,,87.3,320.9,43.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
284927390,"Apr 13, 2015, 8:00:55 PM",First ride of the year,Ride,Just an easy-going ride on the bike path with Trevor,12280,39.86,,,false,,Specialized Sirrus ,activities/284927390.gpx,70.3,10.433,12280.0,6977.0,39866.8,13.1,,184.4,,30.0,96.2,17.4,0.0,,,,,,,,103.0,801.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,949820.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
306465944,"May 17, 2015, 2:52:15 PM",Easy Morning Ride,Ride,,5825,30.65,,,false,,Specialized Sirrus ,activities/306465944.gpx,70.3,10.433,5825.0,5184.0,30655.4,14.9,,121.0,,30.2,96.6,17.7,0.0,,,,,,,,106.0,610.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,949820.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
306750424,"May 17, 2015, 10:34:47 PM",Evening Ride with hills,Ride,Trying out my new shades    #Rudy,3781,25.76,,,false,,Specialized Roubaix ,activities/306750424.gpx,70.3,,3781.0,3625.0,25768.8,15.4,,278.8,,71.6,210.8,14.7,0.0,,,,,,,,154.0,621.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,890914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
307303983,"May 18, 2015, 9:40:56 PM",Mt Tom climb ,Ride,Some leg torture to end the day,6453,40.71,,,false,,Specialized Roubaix ,activities/307303983.gpx,70.3,,6453.0,6227.0,40710.5,18.1,,365.6,,32.7,205.7,28.9,0.0,,,,,,,,141.0,979.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,890914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/6B2BF6BA-CD5B-4D23-9D27-46F179EF17A1.jpg
311093551,"May 24, 2015, 5:49:01 PM",DAR Climb to Conway,Ride,"Still recovering from a nasty cold, so plenty of coughing and hacking on this one. ",11392,69.69,176.0,88,false,,Specialized Roubaix ,activities/311093551.gpx,70.3,,11392.0,10573.0,69689.6,18.6,,864.1,,64.3,505.4,20.9,0.0,,,,,176.0,139.0,,151.0,1780.0,,,88.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,890914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
313832127,"May 28, 2015, 10:04:14 PM",4 miles ,Run,No GPS for first 1 mile ,2244,5.08,187.0,125,false,,Brooks Ghost GTX,activities/313832127.gpx,70.3,,2244.0,1715.0,5087.2,4.1,,26.1,,73.1,96.7,9.6,-0.1,,,,,187.0,174.0,,,442.0,,,125.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,193923.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
313840299,"May 28, 2015, 9:51:10 PM",05/28/2015,Run,,594,0,168.0,24,false,,Brooks Ghost GTX,activities/355091344.tcx.gz,70.3,,594.0,594.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,,168.0,153.0,,,0.0,,,24.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,193923.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
317804928,"Jun 3, 2015, 9:41:20 PM",First WNR of 2015,Ride,Tried to keep up! ,10672,79.27,186.0,219,false,,Specialized Roubaix ,activities/317804928.gpx,70.3,,10672.0,10213.0,79276.0,15.5,,340.6,,30.2,96.1,28.3,0.0,,,,,186.0,160.0,,159.0,1809.0,,,219.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,890914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/AA93FF6F-3A04-41DD-BD28-4C37820D884E.jpg
319064705,"Jun 5, 2015, 9:05:47 PM","What goes up, must come down",Ride,Fun with Hills ,3183,22.77,190.0,39,false,,Specialized Roubaix ,activities/319064705.gpx,70.3,,3183.0,3159.0,22772.5,21.6,,266.9,,87.1,329.3,21.1,0.0,,,,,190.0,152.0,,176.0,619.0,,,39.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,890914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
