Follower Athlete ID,Follow Status,Favorite Status
43534161,Accepted,""
39859960,Accepted,""
1583095,Accepted,""
56504799,Accepted,""
770577,Accepted,""
19122668,Accepted,""
23179678,Accepted,""
810760,Accepted,""
878901,Accepted,""
27805115,Accepted,""
27958161,Accepted,""
2086107,Accepted,""
69875469,Accepted,""
14442043,Accepted,""
16660533,Accepted,""
5500957,Accepted,""
1339385,Accepted,""
7350505,Accepted,""
59691721,Accepted,""
4291,Accepted,""
56818149,Accepted,""
61794903,Accepted,""
24467121,Accepted,""
29267855,Accepted,""
62059061,Accepted,""
8433031,Accepted,""
40535998,Accepted,""
4159040,Accepted,""
20943665,Accepted,""
37354796,Accepted,""
5854919,Accepted,""
23646895,Accepted,""
30465544,Accepted,""
43732334,Accepted,""
81170578,Accepted,""
50608149,Accepted,""
13936201,Accepted,""
36914256,Accepted,""
4213127,Accepted,""
8087001,Accepted,""
41748788,Accepted,""
23489078,Accepted,""
6566161,Accepted,""
2307116,Accepted,""
47862821,Accepted,""
10138354,Accepted,""
16874411,Accepted,""
19727545,Accepted,""
3575836,Accepted,""
40895324,Accepted,""
62289705,Accepted,""
66989733,Accepted,""
7160680,Accepted,""
23613905,Accepted,""
54701446,Accepted,""
44247075,Accepted,""
67513665,Accepted,""
43173992,Accepted,""
41976902,Accepted,""
3394779,Accepted,""
44476097,Accepted,""
3645747,Accepted,""
15121861,Accepted,""
1115245,Accepted,""
764737,Accepted,""
18821138,Accepted,""
4757058,Accepted,""
5153612,Accepted,""
51817611,Accepted,Boost Activities in Feed
26066965,Accepted,""
431701,Accepted,""
319820,Accepted,""
41095694,Accepted,""
37419116,Accepted,""
68042189,Accepted,""
787242,Accepted,""
48586970,Accepted,""
44405059,Accepted,""
13086481,Accepted,""
128670,Accepted,""
33745374,Accepted,""
66583938,Accepted,""
3552102,Accepted,""
2091012,Accepted,""
24775900,Accepted,""
33224818,Accepted,""
13253494,Accepted,""
41866798,Accepted,""
30823844,Accepted,""
71780668,Accepted,""
4073396,Accepted,""
64649171,Accepted,""
43977037,Accepted,""
35118969,Accepted,""
53450095,Accepted,""
4374846,Accepted,""
173685,Accepted,""
19377985,Accepted,""
44759205,Accepted,""
14365128,Accepted,""
35554760,Accepted,""
6227527,Accepted,""
1021841,Accepted,""
74429315,Accepted,""
66186365,Accepted,""
77269008,Accepted,""
2049367,Accepted,""
152169,Accepted,""
714710,Accepted,""
882101,Accepted,""
2246177,Accepted,""
4413995,Accepted,""
64334146,Accepted,""
36407444,Accepted,""
897855,Accepted,""
1015077,Accepted,""
36347848,Accepted,""
7732501,Accepted,""
46796882,Accepted,""
53161245,Accepted,""
43290100,Accepted,""
18871506,Accepted,""
11924277,Accepted,""
7079567,Accepted,""
4246900,Accepted,""
6803588,Accepted,""
36356176,Accepted,""
312124,Accepted,""
57048941,Accepted,""
45025143,Accepted,""
68598651,Accepted,""
10350041,Accepted,""
46592232,Accepted,""
2519122,Accepted,""
3487,Accepted,""
9330448,Accepted,""
2239208,Accepted,""
353640,Accepted,""
440959,Accepted,""
26187053,Accepted,""
600462,Accepted,""
18944960,Accepted,""
290433,Accepted,""
145681,Accepted,""
341400,Accepted,""
22424299,Accepted,""
10364538,Accepted,""
3486379,Accepted,""
24984201,Accepted,""
1130967,Accepted,""
353129,Accepted,""
32978465,Accepted,""
3454185,Accepted,""
14561553,Accepted,""
37044937,Accepted,""
9940282,Accepted,""
6929521,Accepted,""
40980845,Accepted,""
29188731,Accepted,""
11285194,Accepted,""
44913955,Accepted,""
28265119,Accepted,""
664244,Accepted,""
614532,Accepted,""
58173079,Accepted,""
57088542,Accepted,""
64385912,Accepted,""
30944257,Accepted,""
54680781,Accepted,""
25528639,Accepted,""
31111986,Accepted,""
9276781,Accepted,""
31853609,Accepted,""
38968307,Accepted,""
752338,Accepted,""
73078,Accepted,""
3074195,Accepted,""
418456,Accepted,""
68072,Accepted,""
66519928,Accepted,""
54456602,Accepted,""
15481166,Accepted,""
1115568,Accepted,""
39791996,Accepted,""
69116062,Accepted,""
5638020,Accepted,""
21834634,Accepted,""
115163,Accepted,""
22277471,Accepted,""
19820719,Accepted,""
43187367,Accepted,""
59777483,Accepted,""
46158058,Accepted,""
42326901,Accepted,""
5064511,Accepted,""
8428511,Accepted,""
40118233,Accepted,""
61152533,Accepted,""
68076827,Accepted,""
41858586,Accepted,""
2740679,Accepted,""
51771116,Accepted,""
35039601,Accepted,""
1153305,Accepted,""
48223400,Accepted,""
1492701,Accepted,""
1405277,Accepted,""
56801914,Accepted,""
42987569,Accepted,""
7066662,Accepted,""
41113363,Accepted,""
29836280,Accepted,""
23488631,Accepted,""
41660280,Accepted,""
66281332,Accepted,""
50223551,Accepted,""
25954108,Accepted,""
62822620,Accepted,""
66571825,Accepted,""
61060098,Accepted,""
35169345,Accepted,""
57838848,Accepted,""
59363037,Accepted,""
20161000,Accepted,""
636525,Accepted,""
23826078,Accepted,""
38230193,Accepted,""
58570556,Accepted,""
7491722,Accepted,""
1476857,Accepted,""
3011811,Accepted,""
16054172,Accepted,""
59438385,Accepted,""
46478253,Accepted,""
5041908,Accepted,""
31921271,Accepted,""
2457363,Accepted,""
5212086,Accepted,""
2785362,Accepted,""
61797221,Accepted,""
61643494,Accepted,""
562659,Accepted,""
10077898,Accepted,""
41784974,Accepted,""
32776357,Accepted,""
33604186,Accepted,""
3030799,Accepted,""
3554016,Accepted,""
22540261,Accepted,""
303449,Accepted,""
56262153,Accepted,""
17924182,Accepted,""
49306327,Accepted,""
51954800,Accepted,""
102830,Accepted,""
46287774,Accepted,""
227592,Accepted,""
9386204,Accepted,""
35607899,Accepted,""
52529593,Accepted,""
26948897,Accepted,""
51439303,Accepted,""
17969353,Accepted,""
186779,Accepted,""
17250788,Accepted,""
10663060,Accepted,""
16126307,Accepted,""
5333049,Accepted,""
1722163,Accepted,""
25966556,Accepted,""
22514293,Accepted,""
98515,Accepted,""
19464998,Accepted,""
29541265,Accepted,""
20012022,Accepted,""
5768778,Accepted,""
37583536,Accepted,""
34717659,Accepted,""
102747,Accepted,""
25988638,Accepted,""
16595895,Accepted,""
12292012,Accepted,""
1659135,Accepted,""
41088543,Accepted,""
1290108,Accepted,""
22502764,Accepted,""
27992423,Accepted,""
4627033,Accepted,""
46220714,Accepted,""
43074735,Accepted,""
5120769,Accepted,""
745958,Accepted,""
980460,Accepted,""
323697,Accepted,""
5319719,Accepted,""
8085054,Accepted,""
44616814,Accepted,""
40207420,Accepted,""
3483427,Accepted,""
7088346,Accepted,""
14574605,Accepted,""
14300923,Accepted,""
376782,Accepted,""
1621003,Accepted,""
5923419,Accepted,""
32660915,Accepted,""
28389563,Accepted,""
44781138,Accepted,""
18687385,Accepted,""
11326805,Accepted,""
34286406,Accepted,""
47717814,Accepted,""
2099203,Accepted,""
32429674,Accepted,""
4251495,Accepted,""
13257103,Accepted,""
13462645,Accepted,""
10425080,Accepted,""
26096550,Accepted,""
33446486,Accepted,""
31479799,Accepted,""
10906214,Accepted,""
38916591,Accepted,""
44710957,Accepted,""
23608147,Accepted,""
9510592,Accepted,""
9166147,Accepted,""
4252997,Accepted,""
16806032,Accepted,""
17937425,Accepted,""
10676986,Accepted,""
42420315,Accepted,""
41437592,Accepted,""
11197256,Accepted,""
176442,Accepted,""
34046876,Accepted,""
17494464,Accepted,""
259453,Accepted,""
44471000,Accepted,""
28756009,Accepted,""
17634038,Accepted,""
19887241,Accepted,""
9559170,Accepted,""
18881820,Accepted,""
23305520,Accepted,""
16755699,Accepted,""
22136797,Accepted,""
12391885,Accepted,""
28251243,Accepted,""
16501945,Accepted,""
7296841,Accepted,""
37079275,Accepted,""
22945427,Accepted,""
3507745,Accepted,""
35707280,Accepted,""
5643593,Accepted,""
14892475,Accepted,""
43929490,Accepted,""
41119150,Accepted,""
6010440,Accepted,""
42813170,Accepted,""
42760196,Accepted,""
30426751,Accepted,""
17196768,Accepted,""
5604430,Accepted,""
11550204,Accepted,""
3025497,Accepted,""
40537148,Accepted,""
40269593,Accepted,""
39431239,Accepted,""
656609,Accepted,""
37688300,Accepted,""
37497315,Accepted,""
18265044,Accepted,""
24763013,Accepted,""
35035402,Accepted,""
24414148,Accepted,""
22719663,Accepted,""
17352318,Accepted,""
33944263,Accepted,""
25080923,Accepted,""
33366654,Accepted,""
19599431,Accepted,""
32294036,Accepted,""
7122183,Accepted,""
14035919,Accepted,""
7460888,Accepted,""
17640770,Accepted,""
27630550,Accepted,""
30566962,Accepted,""
30087833,Accepted,""
8688680,Accepted,""
8753687,Accepted,""
643041,Accepted,""
15176533,Accepted,""
24734672,Accepted,""
371081,Accepted,""
21537298,Accepted,""
10117170,Accepted,""
924443,Accepted,""
16701490,Accepted,""
10929505,Accepted,""
1909217,Accepted,""
11846618,Accepted,""
16574178,Accepted,""
11864579,Accepted,""
18075281,Accepted,""
22486218,Accepted,""
19605260,Accepted,""
5423069,Accepted,""
6414471,Accepted,""
7442481,Accepted,""
23897406,Accepted,""
16827525,Accepted,""
8962351,Accepted,""
11902278,Accepted,""
4520210,Accepted,""
19421,Accepted,""
23492590,Accepted,""
2272221,Accepted,""
23361718,Accepted,""
2505385,Accepted,""
3270889,Accepted,""
1098798,Accepted,""
4019906,Accepted,""
146621,Accepted,""
490945,Accepted,""
9650850,Accepted,""
735926,Accepted,""
513167,Accepted,""
17522844,Accepted,""
1762548,Accepted,""
11644948,Accepted,""
8951739,Accepted,""
497004,Accepted,""
346355,Accepted,""
8087638,Accepted,""
10652565,Accepted,""
9587578,Accepted,""
8836001,Accepted,""
977425,Accepted,""
3298720,Accepted,""
855657,Accepted,""
10495506,Accepted,""
2490661,Accepted,""
782532,Accepted,""
17510195,Accepted,""
1173306,Accepted,""
602379,Accepted,""
100912,Accepted,""
218348,Accepted,""
443586,Accepted,""
14452066,Accepted,""
218121,Accepted,""
4733919,Accepted,""
9827207,Accepted,""
4079763,Accepted,""
154177,Accepted,""
344635,Accepted,""
14294362,Accepted,""
100448,Accepted,""
11138714,Accepted,""
1268257,Accepted,""
539373,Accepted,""
3858939,Accepted,""
762772,Accepted,""
336072,Accepted,""
2443083,Accepted,""
2286840,Accepted,""
6377701,Accepted,""
8480476,Accepted,""
2625193,Accepted,""
5696348,Accepted,""
2275379,Accepted,""
90240,Accepted,""
2099154,Accepted,""
5926584,Accepted,""
1180945,Accepted,""
696679,Accepted,""
2014856,Accepted,""
1302387,Accepted,""
2798913,Accepted,""
502935,Accepted,""
2721750,Accepted,""
1190075,Accepted,""
